seed;p;dMax;availables;plain;jump;gain;contour;plateau;qEst;qHat;sHat;pHit;fromzero;fzSAG;fzPur;randomly;rdSAG;rdPur;cleverly;clSAG;clPur;greedyIG;grSAG;grPur;bForceIG;bfSAG;bfPur
7601;2;   6;        18; skew;   4;   2;      1;      1;   0;   0;  13;72.2;      13;    0; pure;      13;    0; pure;      13;    0; pure;      13;    0; pure;      13;    0; pure
7602;3;   3;        27;plain;  11;   0;      3;      3;   1;   1;  12;44.4;      12;    1; pure;      10;    1;  imp;      12;    1; pure;      12;    1; pure;      12;    1; pure
7605;4;   6;       174; skew;   3;   1;      1;      2;   0;   0;  74;42.5;      82;    0;  imp;      78;    1;  imp;      90;    0;  imp;      91;    1;  imp;       ?;    ?;    ?
7607;3;   5;        70; skew;   2;   1;      2;      3;   0;   0;  38;54.3;      38;    0; pure;      34;    0;  imp;      38;    0; pure;      36;    0;  imp;       ?;    ?;    ?
7608;3;   9;       729;plain;  11;   0;      3;      3;   0;   0; 512;70.2;     512;    0; pure;     432;    0;  imp;     512;    0; pure;     512;    0; pure;       ?;    ?;    ?
7609;6;   6;       190; skew;   2;   5;      5;      1;   1;   0;  84;44.2;     115;    0;  imp;     111;    0;  imp;     118;    0;  imp;     123;    0;  imp;       ?;    ?;    ?
7611;5;   5;      1526; skew;   3;   3;      5;      2;   1;   1; 609;39.9;     327;    2;  imp;     325;    1;  imp;     609;    1; pure;     598;    1;  imp;       ?;    ?;    ?
7619;3;   9;       476; skew;   7;   0;      1;      1;   0;   0; 332;69.7;     332;    0; pure;     240;    0;  imp;     332;    0; pure;     332;    0; pure;       ?;    ?;    ?
7620;3;   6;       158; skew;   4;   2;      2;      2;   0;   0;  88;55.7;      65;    0;  imp;      54;    1;  imp;      88;    0; pure;      72;    0;  imp;       ?;    ?;    ?
7623;5;   9;      6332; skew;   4;   5;      3;      1;   0;   0;3815;60.2;    3104;    0;  imp;    2985;    0;  imp;    3904;    0;  imp;    3658;    0;  imp;       ?;    ?;    ?
7624;5;   6;      7776;plain;  11;   0;      5;      5;   1;   1;3125;40.2;    3125;    0; pure;    1878;    0;  imp;    3125;    1; pure;    3125;    1; pure;       ?;    ?;    ?
7625;3;   3;        14; skew;   1;   0;      2;      3;   1;   1;   6;42.9;       6;    1; pure;       6;    1;  imp;       6;    1; pure;       6;    0;  imp;       6;    0;  imp
7626;4;   7;       142; skew;   1;   1;      4;      3;   0;   0;  79;55.6;      83;    0;  imp;      81;    0;  imp;      83;    0;  imp;      87;    0;  imp;       ?;    ?;    ?
7630;6;   7;       768; skew;   1;   0;      4;      2;   1;   0; 323;42.1;     390;    0;  imp;     340;    0;  imp;     385;    0;  imp;     417;    0;  imp;       ?;    ?;    ?
7631;4;   9;      1268; skew;   3;   3;      2;      3;   0;   0; 719;56.7;     715;    0;  imp;     530;    0;  imp;     738;    0;  imp;     668;    0;  imp;       ?;    ?;    ?
7632;4;   9;      5884; skew;   7;   2;      4;      2;   0;   0;3656;62.1;    3377;    0;  imp;    2172;    0;  imp;    3656;    0; pure;    1993;    0;  imp;       ?;    ?;    ?
7637;4;   4;       256;plain;  11;   0;      4;      4;   1;   1; 108;42.2;     108;    1; pure;      92;    1;  imp;     108;    1; pure;     108;    1; pure;       ?;    ?;    ?
7638;5;   8;      8112; skew;   3;   1;      3;      3;   0;   0;3717;45.8;    3789;    0;  imp;    2632;    0;  imp;    3756;    0;  imp;    3312;    1;  imp;       ?;    ?;    ?
7639;3;   5;       125;plain;  11;   0;      3;      3;   0;   0;  64;51.2;      64;    0; pure;      61;    0;  imp;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
7640;2;   7;        36; skew;   4;   1;      2;      2;   0;   0;  26;72.2;      24;    0;  imp;      21;    0;  imp;      26;    0; pure;      26;    0; pure;      26;    0; pure
7643;5;   5;       276; skew;   3;   4;      5;      1;   1;   0; 142;51.4;     158;    0;  imp;     142;    0;  imp;     158;    0;  imp;     162;    0;  imp;       ?;    ?;    ?
7644;5;   7;     14320; skew;   5;   0;      4;      3;   0;   0;6613;46.2;    4902;    1;  imp;    3612;    1;  imp;    6613;    0; pure;    5498;    1; pure;       ?;    ?;    ?
7645;2;   4;        16;plain;  11;   0;      2;      2;   0;   0;   9;56.3;       6;    1; pure;       5;    1;  imp;       9;    0; pure;       9;    0; pure;       9;    0; pure
7646;3;   8;        72; skew;   6;   6;      1;      2;   0;   0;  45;62.5;      47;    0;  imp;      45;    0;  imp;      54;    0;  imp;      55;    0;  imp;       ?;    ?;    ?
7650;5;   5;        72; skew;   3;   1;      1;      2;   1;   0;  32;44.4;      57;    0;  imp;      54;    0;  imp;      57;    0;  imp;      57;    0;  imp;       ?;    ?;    ?
7651;3;   9;       262; skew;   6;   5;      2;      2;   0;   0; 192;73.3;     193;    0;  imp;     162;    0;  imp;     193;    0;  imp;     185;    0;  imp;       ?;    ?;    ?
7655;5;   9;      1632; skew;   5;   8;      2;      5;   0;   0; 728;44.6;     801;    0;  imp;     745;    0;  imp;     995;    0;  imp;     835;    0;  imp;       ?;    ?;    ?
7658;4;   5;        84; skew;   3;   1;      1;      3;   1;   0;  41;48.8;      44;    0;  imp;      39;    0;  imp;      44;    0;  imp;      45;    0;  imp;       ?;    ?;    ?
7662;6;   5;      4020; skew;   4;   1;      2;      1;   1;   1;1503;37.4;     836;    1;  imp;     872;    1;  imp;    1513;    1;  imp;    1392;    1;  imp;       ?;    ?;    ?
7664;4;   6;      1296;plain;  11;   0;      4;      4;   0;   0; 625;48.2;     625;    0; pure;     380;    0;  imp;     625;    0; pure;     500;    1; pure;       ?;    ?;    ?
7667;6;   9;       144; skew;   2;   7;      2;      1;   0;   0;  60;41.7;      89;    0;  imp;      87;    0;  imp;      88;    0;  imp;      92;    0;  imp;       ?;    ?;    ?
7671;2;   9;        16; skew;   1;   1;      1;      2;   0;   0;  13;81.3;      13;    0;  imp;      13;    0;  imp;      13;    0; pure;      13;    0;  imp;      13;    0;  imp
7672;2;   6;        36;plain;  11;   0;      2;      2;   0;   0;  25;69.4;      25;    0; pure;      25;    0; pure;      25;    0; pure;      25;    0; pure;      25;    0; pure
7675;4;   9;      2520; skew;   8;   5;      1;      4;   0;   0;1589;63.1;     698;    1;  imp;     947;    0;  imp;    1589;    0; pure;    1417;    0;  imp;       ?;    ?;    ?
7676;4;   6;       412; skew;   2;   1;      4;      4;   0;   0; 197;47.8;     147;    0;  imp;     156;    0;  imp;     197;    0; pure;     195;    0;  imp;       ?;    ?;    ?
7678;3;   5;       125;plain;  11;   0;      3;      3;   0;   0;  64;51.2;      64;    0; pure;      40;    0;  imp;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
7681;6;   4;      4092; skew;   3;   1;      5;      5;   1;   1;1456;35.6;    1177;    2;  imp;     678;    2;  imp;    1456;    1; pure;    1213;    2; pure;       ?;    ?;    ?
7683;5;   5;        72; skew;   3;   2;      1;      5;   1;   0;  32;44.4;      56;    0;  imp;      57;    0;  imp;      57;    0;  imp;      57;    0;  imp;       ?;    ?;    ?
7684;5;   6;      7776;plain;  11;   0;      5;      5;   1;   1;3125;40.2;    3125;    1; pure;    2051;    1;  imp;    3125;    1; pure;    3125;    1; pure;       ?;    ?;    ?
7686;3;   7;       230; skew;   5;   1;      3;      1;   0;   0; 142;61.7;     142;    0; pure;     124;    0;  imp;     142;    0; pure;     142;    0; pure;       ?;    ?;    ?
7689;4;   3;        38; skew;   1;   1;      4;      4;   1;   1;  13;34.2;      14;    1;  imp;      12;    1;  imp;      13;    1; pure;      14;    1;  imp;      14;    1;  imp
7691;3;   9;       729;plain;  11;   0;      3;      3;   0;   0; 512;70.2;      24;    2; pure;      28;    2;  imp;     512;    0; pure;     512;    0; pure;       ?;    ?;    ?
7692;3;   6;        58; skew;   2;   0;      2;      1;   0;   0;  31;53.4;      32;    0;  imp;      28;    0;  imp;      34;    0;  imp;      35;    0;  imp;      35;    0;  imp
7694;2;   7;        14; skew;   4;   3;      2;      2;   0;   0;  11;78.6;      11;    0;  imp;      11;    0;  imp;      11;    0; pure;      11;    0;  imp;      11;    0;  imp
7697;3;   4;        64;plain;  11;   0;      3;      3;   1;   1;  27;42.2;      27;    0; pure;      19;    0;  imp;      27;    1; pure;      27;    1; pure;       ?;    ?;    ?
7698;4;   8;      2622; skew;   5;   3;      2;      3;   0;   0;1463;55.8;     914;    1;  imp;     778;    0;  imp;    1463;    0; pure;     974;    1;  imp;       ?;    ?;    ?
7703;4;   5;       234; skew;   2;   2;      4;      3;   1;   1;  93;39.7;      98;    0;  imp;      88;    0;  imp;      93;    1; pure;      93;    1;  imp;       ?;    ?;    ?
7704;4;   9;      6552; skew;   8;   1;      3;      3;   0;   0;4089;62.4;     431;    2;  imp;    1333;    1;  imp;    4089;    0; pure;    1968;    1;  imp;       ?;    ?;    ?
7705;2;   4;        16;plain;  11;   0;      2;      2;   0;   0;   9;56.3;       9;    0; pure;       5;    0;  imp;       9;    0; pure;       9;    0; pure;       9;    0; pure
7706;3;   8;        54; skew;   1;   0;      2;      2;   0;   0;  41;75.9;      36;    0;  imp;      36;    0;  imp;      42;    0;  imp;      43;    0;  imp;      43;    0;  imp
7707;6;   5;      8688; skew;   3;   0;      3;      2;   1;   1;3368;38.8;    2390;    0;  imp;    1639;    1;  imp;    3368;    1; pure;    2737;    1;  imp;       ?;    ?;    ?
7709;4;   4;       102; skew;   3;   3;      2;      2;   1;   1;  40;39.2;      23;    1;  imp;      24;    1;  imp;      41;    1;  imp;      41;    1;  imp;       ?;    ?;    ?
7710;5;   8;      2492; skew;   2;   2;      4;      2;   0;   1;1025;41.1;     932;    1;  imp;     807;    1;  imp;    1035;    1;  imp;    1083;    1;  imp;       ?;    ?;    ?
7715;4;   9;       100; skew;   2;   4;      4;      1;   0;   0;  63;63.0;      69;    0;  imp;      71;    0;  imp;      76;    0;  imp;      76;    0;  imp;       ?;    ?;    ?
7716;4;   6;      1296;plain;  11;   0;      4;      4;   0;   0; 625;48.2;     625;    0; pure;     300;    0;  imp;     625;    0; pure;     500;    1; pure;       ?;    ?;    ?
7718;3;   5;        28; skew;   2;   1;      1;      3;   0;   1;  12;42.9;      17;    0;  imp;      17;    0;  imp;      17;    1;  imp;      17;    1;  imp;      17;    1;  imp
7720;6;   6;     16026; skew;   5;   4;      6;      1;   1;   1;6123;38.2;    3304;    2;  imp;    3319;    1;  imp;    6139;    1;  imp;    6018;    1;  imp;       ?;    ?;    ?
7721;4;   8;      4096;plain;  11;   0;      4;      4;   0;   0;2401;58.6;    2401;    0; pure;    1564;    0;  imp;    2401;    0; pure;    1372;    1; pure;       ?;    ?;    ?
7722;5;   5;       456; skew;   3;   4;      2;      4;   1;   1; 166;36.4;     154;    0;  imp;     149;    0;  imp;     175;    1;  imp;     171;    1;  imp;       ?;    ?;    ?
7723;3;   9;       362; skew;   7;   4;      1;      1;   0;   0; 256;70.7;     252;    0;  imp;     188;    0;  imp;     256;    0; pure;     251;    0;  imp;       ?;    ?;    ?
7724;3;   6;       216;plain;  11;   0;      3;      3;   0;   0; 125;57.9;     125;    0; pure;      88;    0;  imp;     125;    0; pure;     125;    0; pure;       ?;    ?;    ?
7725;6;   8;       994; skew;   1;   2;      4;      5;   0;   0; 388;39.0;     512;    0;  imp;     439;    0;  imp;     541;    0;  imp;     536;    0;  imp;       ?;    ?;    ?
7730;4;   7;      2401;plain;  11;   0;      4;      4;   0;   0;1296;54.0;    1296;    0; pure;     897;    0;  imp;    1296;    0; pure;     864;    1; pure;       ?;    ?;    ?
7731;2;   9;        81;plain;  11;   0;      2;      2;   0;   0;  64;79.0;      64;    0; pure;      64;    0; pure;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
7733;5;   3;        88; skew;   1;   1;      5;      3;   2;   1;  30;34.1;      24;    1;  imp;      21;    1;  imp;      30;    1; pure;      26;    1;  imp;       ?;    ?;    ?
7734;6;   7;      2076; skew;   4;   0;      1;      2;   1;   0; 892;43.0;    1098;    0;  imp;    1031;    0;  imp;    1128;    0;  imp;    1128;    0;  imp;       ?;    ?;    ?
7735;4;   9;      2794; skew;   4;   1;      2;      3;   0;   0;1763;63.1;    1685;    0;  imp;    1345;    0;  imp;    1763;    0; pure;    1489;    0;  imp;       ?;    ?;    ?
7736;4;   6;      1100; skew;   4;   0;      4;      3;   0;   0; 493;44.8;     442;    0;  imp;     331;    0;  imp;     493;    0; pure;     444;    1; pure;       ?;    ?;    ?
7738;2;   5;        25;plain;  11;   0;      2;      2;   0;   0;  16;64.0;       8;    1; pure;       8;    1; pure;      16;    0; pure;      16;    0; pure;      16;    0; pure
7740;6;   6;      9820; skew;   3;   4;      4;      4;   1;   1;3852;39.2;    3151;    1;  imp;    2435;    1;  imp;    3856;    1;  imp;    3505;    1;  imp;       ?;    ?;    ?
7742;5;   5;       276; skew;   3;   4;      4;      1;   1;   0;  96;34.8;     122;    0;  imp;     101;    0;  imp;     118;    0;  imp;     129;    1;  imp;       ?;    ?;    ?
7745;5;   7;     16807;plain;  11;   0;      5;      5;   0;   0;7776;46.3;    6480;    1; pure;    4544;    1;  imp;    7776;    0; pure;    6480;    1; pure;       ?;    ?;    ?
7746;6;   4;      4096;plain;  11;   0;      6;      6;   1;   1;1458;35.6;    1458;    1; pure;     812;    1;  imp;    1458;    1; pure;    1215;    2; pure;       ?;    ?;    ?
7747;4;   6;        32; skew;   1;   0;      2;      1;   0;   0;  18;56.3;      21;    0;  imp;      21;    0;  imp;      21;    0;  imp;      22;    0;  imp;      22;    0;  imp
7748;4;   3;        38; skew;   1;   1;      4;      4;   1;   2;  16;42.1;      12;    1;  imp;       9;    1;  imp;      16;    2; pure;      15;    2;  imp;      16;    2; pure
7752;6;   3;       729;plain;  11;   0;      6;      6;   2;   2; 240;32.9;     192;    1; pure;     127;    1;  imp;     240;    2; pure;     240;    2; pure;       ?;    ?;    ?
7753;3;   7;       343;plain;  11;   0;      3;      3;   0;   0; 216;63.0;     216;    0; pure;     173;    0;  imp;     216;    0; pure;     216;    0; pure;       ?;    ?;    ?
7754;5;   4;      1024;plain;  11;   0;      5;      5;   1;   1; 405;39.6;     270;    2; pure;     224;    1;  imp;     405;    1; pure;     405;    1; pure;       ?;    ?;    ?
7755;2;   6;        24; skew;   3;   1;      1;      1;   0;   0;  16;66.7;      13;    0;  imp;      13;    0;  imp;      16;    0; pure;      16;    0; pure;      16;    0; pure
7759;5;   6;        60; skew;   2;   5;      3;      5;   1;   0;  20;33.3;      22;    0;  imp;      34;    0;  imp;      34;    0;  imp;      35;    0;  imp;      35;    0;  imp
7760;5;   4;       580; skew;   2;   0;      3;      4;   1;   1; 220;37.9;     167;    1;  imp;     103;    1;  imp;     220;    1; pure;     195;    1;  imp;       ?;    ?;    ?
7762;4;   5;        66; skew;   3;   4;      4;      4;   1;   0;  33;50.0;      38;    0;  imp;      38;    0;  imp;      39;    0;  imp;      42;    0;  imp;       ?;    ?;    ?
7765;4;   7;      2050; skew;   5;   0;      4;      2;   0;   0;1092;53.3;     606;    1;  imp;     525;    1;  imp;    1092;    0; pure;     701;    1;  imp;       ?;    ?;    ?
7766;6;   5;     13530; skew;   4;   3;      4;      6;   1;   1;5344;39.5;    3325;    2;  imp;    2767;    1;  imp;    5344;    1; pure;    3440;    1;  imp;       ?;    ?;    ?
7767;3;   8;       512;plain;  11;   0;      3;      3;   0;   0; 343;67.0;     343;    0; pure;     265;    0;  imp;     343;    0; pure;     343;    0; pure;       ?;    ?;    ?
7770;2;   4;        16;plain;  11;   0;      2;      2;   0;   0;   9;56.3;       9;    0; pure;       7;    0;  imp;       9;    0; pure;       9;    0; pure;       9;    0; pure
7771;6;   8;       314; skew;   1;   0;      2;      4;   0;   0; 150;47.8;     197;    0;  imp;     198;    0;  imp;     209;    0;  imp;     211;    0;  imp;       ?;    ?;    ?
7773;3;   7;       106; skew;   3;   2;      1;      3;   0;   0;  73;68.9;      72;    0;  imp;      70;    0;  imp;      73;    0; pure;      72;    0;  imp;       ?;    ?;    ?
7774;4;   4;        20; skew;   2;   3;      3;      1;   1;   0;  10;50.0;      12;    0;  imp;      12;    0;  imp;      12;    0;  imp;      14;    0;  imp;      14;    0;  imp
7775;2;   6;        36;plain;  11;   0;      2;      2;   0;   0;  25;69.4;      25;    0; pure;      25;    0; pure;      25;    0; pure;      25;    0; pure;      25;    0; pure
7777;5;   5;       686; skew;   2;   2;      2;      3;   1;   1; 272;39.7;     201;    1;  imp;     210;    1;  imp;     273;    1;  imp;     258;    1;  imp;       ?;    ?;    ?
7779;4;   6;       400; skew;   3;   2;      3;      1;   0;   0; 192;48.0;     187;    0;  imp;     164;    0;  imp;     192;    0; pure;     200;    0;  imp;       ?;    ?;    ?
7786;4;   8;      4096;plain;  11;   0;      4;      4;   0;   0;2401;58.6;     294;    2; pure;     469;    1;  imp;    2401;    0; pure;    1372;    1; pure;       ?;    ?;    ?
7788;2;   7;        36; skew;   4;   1;      2;      1;   0;   0;  27;75.0;      16;    0;  imp;      19;    0;  imp;      27;    0; pure;      27;    0; pure;      27;    0; pure
7789;5;   4;      1024;plain;  11;   0;      5;      5;   1;   1; 405;39.6;     270;    2; pure;     178;    2;  imp;     405;    1; pure;     405;    1; pure;       ?;    ?;    ?
